"Accession","Description","Sample.a.buffer3","Sample.b.buffer3","Sample.c.buffer3","Sample.d.buffer3","Control.a.buffer3","Control.b.buffer3","Control.c.buffer3","Control.d.buffer3","idirt_a","idirt_b","idirt_c","idirt_d","median_ratio","median_Sample","median_Control","bf"
"77","Q08188","Protein-glutamine gamma-glutamyltransferase E OS=Homo sapiens OX=9606 GN=TGM3 PE=1 SV=4",60013.26171875,87405.46484375,10183666.9609375,300220.69140625,3049251.92578125,976003.439453125,2600196.93359375,3029979.76953125,0.0193014291479601,0.0821936552257313,0.796603205803366,0.0901509368363169,0.0861722960310241,193813.078125,2815088.3515625,5.01288598326663
"78","P05141","ADP/ATP translocase 2 OS=Homo sapiens OX=9606 GN=SLC25A5 PE=1 SV=7",2265133.46875,3445820.4921875,2606960.15625,3785663.515625,4809037.46875,3939701.890625,4401508.5625,5914227.2734375,0.320197729000664,0.466564220319279,0.371972860387535,0.390278983335944,0.381125921861739,3026390.32421875,4605273.015625,0.040137311662189
"79","P12236","ADP/ATP translocase 3 OS=Homo sapiens OX=9606 GN=SLC25A6 PE=1 SV=4",28391501.015625,23632810.4375,26370962.2890625,32472402.953125,31862998.546875,23519013.921875,30575144.921875,34060168.015625,0.471193043204606,0.501206703210015,0.463086303535731,0.48806776110271,0.479630402153658,27381231.6523438,31219071.734375,-0.845717719879503
"80","P29508","Serpin B3 OS=Homo sapiens OX=9606 GN=SERPINB3 PE=1 SV=2",18794086.90625,14197093.4375,451950.78125,683595.65625,2365326.28125,1643547.75,4064820.421875,4351610.3125,0.888213994391521,0.896244872253218,0.100060587735175,0.135763196280867,0.511988595336194,7440344.546875,3215073.3515625,-0.821754094918026
"81","Q96P63","Serpin B12 OS=Homo sapiens OX=9606 GN=SERPINB12 PE=1 SV=1",67168247.03125,68540325.25,61660110.25,41725916,7373448.39453125,2668205.6953125,5224538.98632813,6966499.6015625,0.901082899276516,0.962529690475406,0.921887323235143,0.856928445313382,0.91148511125583,64414178.640625,6095519.29394531,19.9752624739371
"82","F5GZS6","4F2 cell-surface antigen heavy chain OS=Homo sapiens OX=9606 GN=SLC3A2 PE=1 SV=1",13115540.5703125,7730463.4375,11480073.7734375,10641923.3359375,2981097.890625,1171496.8125,2361111,3348576.921875,0.814799972189263,0.868400129903973,0.829414097228787,0.760653524879848,0.822107034709025,11060998.5546875,2671104.4453125,11.3390014293448
"83","Q01546","Keratin, type II cytoskeletal 2 oral OS=Homo sapiens OX=9606 GN=KRT76 PE=1 SV=2",147074.53125,136844.5625,123186.34375,122081.5390625,18416227.34375,4121759.14453125,2673262.6953125,3245174.96875,0.00792286481361765,0.0321336691352755,0.0440509882458998,0.0362554913114739,0.0341945802233747,130015.453125,3683467.05664062,23.6599648464493
"84","P19013","Keratin, type II cytoskeletal 4 OS=Homo sapiens OX=9606 GN=KRT4 PE=1 SV=5",414580.03125,750813.87109375,814038.09375,806526.765625,174606.625,129071.15625,694758.40625,3312772.01171875,0.703648032168074,0.853309066254204,0.539528089937907,0.19579224747205,0.621588061052991,778670.318359375,434682.515625,-0.200913394179475
"85","P61978","Heterogeneous nuclear ribonucleoprotein K OS=Homo sapiens OX=9606 GN=HNRNPK PE=1 SV=1",1520947.0390625,1535199.69140625,1885305.8828125,2974942.9296875,3444980.046875,2568288.83984375,2856569.890625,4146453.47265625,0.306276554758429,0.374120624369967,0.397586519109883,0.417747132951117,0.385853571739925,1710252.78710938,3150774.96875,0.307057854544995
"86","P14618","Pyruvate kinase PKM OS=Homo sapiens OX=9606 GN=PKM PE=1 SV=4",4357308.578125,3514953.515625,2694406.06640625,7536690.30078125,2636246.1796875,3660927.19921875,3955192.3828125,4679374.3984375,0.623046323224602,0.48982886635143,0.405198311895482,0.616949114657459,0.553388990504444,3936131.046875,3808059.79101562,-0.661016273018204
"87","Q00839","Heterogeneous nuclear ribonucleoprotein U OS=Homo sapiens OX=9606 GN=HNRNPU PE=1 SV=6",3032140.01953125,1364152.66015625,2126183.125,2333372.09765625,6005231.72265625,2824535.98632813,3267090.640625,4431565.15820313,0.335511264339926,0.325675354576951,0.394228666557149,0.344921469247216,0.340216366793571,2229777.61132812,3849327.89941406,0.88647052209445
"88","P78406","mRNA export factor OS=Homo sapiens OX=9606 GN=RAE1 PE=1 SV=1",2575234.5,762600.25,8518251,0,253642.078125,0,152698.09375,420746.15625,0.910338231053857,1,0.982389690897844,0,0.94636396097585,1668917.375,203170.0859375,4.74287177885693
"89","Q9GZT3","SRA stem-loop-interacting RNA-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLIRP PE=1 SV=1",7985305.78125,6527544.1328125,13534728.5859375,9494063.44140625,11879868.71875,10142477.859375,17302530.484375,12007769.71875,0.401975113848106,0.39157381651156,0.438908288025105,0.44154669839961,0.420441700936606,8739684.61132812,11943819.21875,-0.43883746803639
"90","Q9NZT1","Calmodulin-like protein 5 OS=Homo sapiens OX=9606 GN=CALML5 PE=1 SV=2",18293651.375,3762512.125,2318055.375,1806230,4112882,2694194.96875,3081478.96875,11823305.5273438,0.816442734305837,0.582729256627122,0.429306534124219,0.132523224755261,0.50601789537567,3040283.75,3597180.484375,-0.848102918891067
"91","Q6KB66","Keratin, type II cytoskeletal 80 OS=Homo sapiens OX=9606 GN=KRT80 PE=1 SV=2",2783467.8359375,2719631.2265625,2727146.03125,2607013.734375,13124422.6289063,11118415.609375,12400604.34375,14972775.5273438,0.174974038329527,0.196532882046591,0.180274393987678,0.148296074290945,0.177624216158603,2723388.62890625,12762513.4863282,9.83235374282301
"92","B4DY08","Heterogeneous nuclear ribonucleoproteins C1/C2 OS=Homo sapiens OX=9606 GN=HNRNPC PE=1 SV=1",4366457.125,5281474.5,5947954.28125,6871850,6230370.6875,5782455.3125,6330405.0625,8013956.9375,0.412053229726856,0.477359725658509,0.484425819014465,0.46163772168028,0.469498723669394,5614714.390625,6280387.875,-0.780861798521851
"93","P02545","Prelamin-A/C OS=Homo sapiens OX=9606 GN=LMNA PE=1 SV=1",67048160.765625,15735432.921875,4654530.90625,7184379.515625,2587425.21875,2435463.890625,1918913.796875,3998472.078125,0.962843348236768,0.865968976888933,0.708080940277363,0.642446110940101,0.787024958583148,11459906.21875,2511444.5546875,9.48793368392621
"94","A0A087X0X3","Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens OX=9606 GN=HNRNPM PE=1 SV=1",2697131.046875,2276709.359375,2855060.96875,3025833.1640625,3557384.953125,2701154.171875,3061052.46875,4215712.6796875,0.431229378400343,0.457366768912464,0.482590639769152,0.41784354188326,0.444298073656403,2776096.0078125,3309218.7109375,-0.712692588878637
"95","P52597","Heterogeneous nuclear ribonucleoprotein F OS=Homo sapiens OX=9606 GN=HNRNPF PE=1 SV=3",1722014.390625,2530081.7109375,2691895.5625,1964050.4609375,3375191.28125,3114924.765625,2725485.46875,3181878.6875,0.337834982827279,0.448198194535674,0.496899802131672,0.381670715682873,0.414934455109274,2247066.0859375,3148401.7265625,-0.409787603302305
"96","O60232","Protein ZNRD2 OS=Homo sapiens OX=9606 GN=ZNRD2 PE=1 SV=1",11390767.984375,10905841.953125,12629364.4375,11364727.890625,1890389.125,3399314.015625,3841973.703125,2985137.640625,0.857663823307564,0.762371411884575,0.766747930840595,0.791974521703761,0.779361226272178,11377747.9375,3192225.828125,9.49940744206569
"97","Q15149","Plectin OS=Homo sapiens OX=9606 GN=PLEC PE=1 SV=3",876389,351338.0546875,175450.125,324803.3984375,226229.1171875,257910.75,346138.55078125,136963.890625,0.79482550335328,0.576674179718269,0.336376407592067,0.703391959826626,0.640033069772448,338070.7265625,242069.93359375,0.359820050096552
"98","J3QTR3","Ubiquitin-40S ribosomal protein S27a (Fragment) OS=Homo sapiens OX=9606 GN=RPS27A PE=1 SV=1",9144870.71875,6750810.546875,8260261.3515625,9006372.39453125,9110686.0703125,6130187.33203125,7634202.70703125,8521381.36523438,0.500936280630399,0.524090649679404,0.519694235748476,0.51383494530857,0.516764590528523,8633316.87304688,8077792.03613282,-0.783753764992317
"99","P16403","Histone H1.2 OS=Homo sapiens OX=9606 GN=H1-2 PE=1 SV=2",1479357.0625,1356848.9140625,1109936.59375,1789771.90625,4320784.53125,2315030.1328125,2158829.8046875,2796616.109375,0.255055335906643,0.369524403375232,0.339558248726663,0.39023560591746,0.354541326050948,1418102.98828125,2555823.12109375,1.2141995520629
"100","P25311","Zinc-alpha-2-glycoprotein OS=Homo sapiens OX=9606 GN=AZGP1 PE=1 SV=2",28316064,10829673,19904386,18931418,3487131.3359375,1197587.7890625,2806514.78515625,2825153.8671875,0.890352799487508,0.900427220290128,0.876424329809473,0.870147103852869,0.88338856464849,19417902,2815834.32617188,17.2894808665861
"101","Q08554","Desmocollin-1 OS=Homo sapiens OX=9606 GN=DSC1 PE=1 SV=2",2261877.85742188,2971778.66894531,3351227.85546875,2536793.20507813,5750185.12890625,1121786.20703125,2772882.93359375,5863362.7890625,0.282309045907599,0.725963496116905,0.547218685438212,0.301993582839131,0.424606134138671,2754285.93701172,4261534.03125,-0.805105955781442
"102","Q6ZXV5","Protein O-mannosyl-transferase TMTC3 OS=Homo sapiens OX=9606 GN=TMTC3 PE=1 SV=2",2650536.1015625,3720968.0078125,3956379.859375,3580222.94921875,579730.921875,338603.046875,374526.9921875,119851.3125,0.820531579071108,0.916591422513957,0.913522270271784,0.967608403501521,0.915056846392871,3650595.47851562,356565.01953125,19.3365620778307
"103","P14625","Endoplasmin OS=Homo sapiens OX=9606 GN=HSP90B1 PE=1 SV=1",781755.796875,353168.015625,803898.4140625,6134316.984375,2573628.078125,735890.7109375,1452755.234375,1223557.109375,0.232985502105925,0.324287393334369,0.35623473483364,0.833707794699242,0.340261064084004,792827.10546875,1338156.171875,-0.632341324272353
"104","Q14126","Desmoglein-2 OS=Homo sapiens OX=9606 GN=DSG2 PE=1 SV=2",420799.36328125,166019.96875,258666.03125,528608.859375,573432.5,120059.36328125,348783.3203125,400331.671875,0.423240673350069,0.580328426982851,0.425823207456969,0.569044886720245,0.497434047088607,339732.697265625,374557.49609375,-0.835508088087937
"105","Q6UWP8","Suprabasin OS=Homo sapiens OX=9606 GN=SBSN PE=1 SV=2",58981.974609375,49313.1225585938,0,56580.5275878906,1447540.04016113,625200.369140625,917424.313964844,1022581.45800781,0.0391510870940442,0.0731091715220778,0,0.0524300599382751,0.0457905735161597,52946.8250732422,970002.885986327,22.4054983573025
"106","P05388","60S acidic ribosomal protein P0 OS=Homo sapiens OX=9606 GN=RPLP0 PE=1 SV=1",1844825.8359375,1103843.4765625,1794666.3828125,2243006.6328125,1330560.375,1056404.40625,1951828.5234375,2368877.1328125,0.580976836638978,0.510980006204366,0.479025443173189,0.486353678193477,0.498666842198921,1819746.109375,1641194.44921875,-0.785206352067365
"107","Q9Y5A9","YTH domain-containing family protein 2 OS=Homo sapiens OX=9606 GN=YTHDF2 PE=1 SV=2",352099.4609375,289442.6953125,268644.703125,180589.59375,721223.125,902284.65625,972092.34375,1015060.5,0.328046260789301,0.242876606744827,0.216520256086192,0.151038832091423,0.229698431415509,279043.69921875,937188.5,5.80928927309234
"108","P20700","Lamin-B1 OS=Homo sapiens OX=9606 GN=LMNB1 PE=1 SV=2",922623.5,957676.1953125,604789.984375,1253895.5625,2015469.28125,2287044.97265625,1788222.5625,3165460.546875,0.314021226929217,0.295148996088321,0.252731639524743,0.283728111396149,0.289438553742235,940149.84765625,2151257.12695312,3.14372854217126
"109","P40926","Malate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=MDH2 PE=1 SV=3",1278993.859375,1193274.4453125,1096489.4453125,1603505.2265625,3500855.328125,2921057.3125,3234703.2109375,3253295.5859375,0.26758037946464,0.290028737484927,0.253161088027392,0.330156678947084,0.278804558474783,1236134.15234375,3243999.3984375,3.19562030732699
"110","P23396","40S ribosomal protein S3 OS=Homo sapiens OX=9606 GN=RPS3 PE=1 SV=2",2943670.796875,2890272.81640625,3414325.3046875,4947525.109375,4126814.359375,3002710.0390625,4596136.390625,4402269.0703125,0.416332222163415,0.490460075532724,0.426233272756983,0.529158718822232,0.458346674144854,3178998.05078125,4264541.71484375,-0.809374301652148
"111","Q06830","Peroxiredoxin-1 OS=Homo sapiens OX=9606 GN=PRDX1 PE=1 SV=1",4643013.6171875,2340870.42578125,3902873.453125,4852118.125,4064897.546875,2229212.57226563,3065356.73828125,3960934.19921875,0.533194876441688,0.512216173487805,0.560095367965645,0.550560458113486,0.541877667277587,4272943.53515625,3513145.46875,-0.615476859439525
"112","P04075","Fructose-bisphosphate aldolase A OS=Homo sapiens OX=9606 GN=ALDOA PE=1 SV=2",1250358.53125,861480.4765625,2542490.0078125,2461330.640625,1104770.5,467324.2265625,526105.0625,1011662.2421875,0.530908716532768,0.64831233253203,0.828551812655287,0.708705927042316,0.678509129787173,1855844.5859375,768883.65234375,2.7691946134251
"113","P31151","Protein S100-A7 OS=Homo sapiens OX=9606 GN=S100A7 PE=1 SV=4",1166798.66015625,1160871.6484375,373090.28125,680011.6953125,3796182.984375,1648739.9296875,5295194.046875,3688002.6953125,0.235100337604906,0.413178696114361,0.0658206715917184,0.155679820279896,0.195390078942401,920441.671875,3742092.83984375,6.84952638093706
"114","P04040","Catalase OS=Homo sapiens OX=9606 GN=CAT PE=1 SV=3",1547342,171713.453125,584862.0859375,731955.65625,1702802.4296875,1046341.546875,1563091.234375,2062389.328125,0.476084073638776,0.140973480774678,0.272288080195528,0.261941764650693,0.26711492242311,658408.87109375,1632946.83203125,3.07343343152989
"115","A0A087WVQ6","Clathrin heavy chain OS=Homo sapiens OX=9606 GN=CLTC PE=1 SV=1",2518892.0703125,2568250.66796875,3402469.765625,3682340.671875,1993269.03125,2271428.328125,2553575.59765625,1880352.015625,0.558245154287652,0.530665498691476,0.571263238960716,0.661970897682275,0.564754196624184,2985360.21679688,2132348.6796875,-0.0729665891645048
"116","Q96S66","Chloride channel CLIC-like protein 1 OS=Homo sapiens OX=9606 GN=CLCC1 PE=1 SV=1",5271222.4765625,4695997.7890625,5791914.265625,6063321.6796875,1018506.984375,874674.87890625,843055.09375,1302925.1796875,0.838068236368439,0.842985770114333,0.872937605573296,0.823122248743365,0.840527003241386,5531568.37109375,946590.931640625,13.5396673665423
"117","Q16777","Histone H2A type 2-C OS=Homo sapiens OX=9606 GN=H2AC20 PE=1 SV=4",5068634.53125,5528843.453125,7058279.625,7637780.65625,9504610.984375,9468191.46875,10607492.28125,11293417.984375,0.347804099355601,0.368662437736976,0.399545497499763,0.403449395954246,0.38410396761837,6293561.5390625,10056051.6328125,0.18357601874307
"118","P13639","Elongation factor 2 OS=Homo sapiens OX=9606 GN=EEF2 PE=1 SV=4",1512261.1484375,1462676.484375,1143928.2109375,3845659.3359375,18359906.203125,9435330.60546875,14383792.875,13765057.0742188,0.0760994571796717,0.134215042467546,0.0736700643066989,0.218370408470133,0.105157249823609,1487468.81640625,14074424.9746094,13.9098273989727
"119","P23246","Splicing factor, proline- and glutamine-rich OS=Homo sapiens OX=9606 GN=SFPQ PE=1 SV=2",1090076.515625,1461308.875,2255195.546875,2709089.21875,2257864.8125,2846069.2265625,3365798.71875,3845439.421875,0.32559606300971,0.339257163068622,0.401209366226643,0.413315642860884,0.370233264647632,1858252.2109375,3105933.97265625,0.396948593579904
"120","Q5QNW6","Histone H2B type 2-F OS=Homo sapiens OX=9606 GN=H2BC18 PE=1 SV=3",4894753.171875,5709770.109375,5385178.78125,5293275.65234375,9554669.171875,9951078.71875,9305951.9375,9553414.484375,0.338750785701284,0.364588801797316,0.366559857395932,0.356529004350434,0.360558903073875,5339227.21679688,9554041.828125,0.714746656877477
"121","P31942","Heterogeneous nuclear ribonucleoprotein H3 OS=Homo sapiens OX=9606 GN=HNRNPH3 PE=1 SV=2",3072364.7890625,2610406.88671875,3057657.2890625,1819876.875,1660343.5,609883.87109375,591995.046875,1054968.5859375,0.64917687746842,0.81061217232818,0.837794126019696,0.63303467950814,0.7298945248983,2834032.08789062,832426.228515625,5.4088509692944
"122","P22735","Protein-glutamine gamma-glutamyltransferase K OS=Homo sapiens OX=9606 GN=TGM1 PE=1 SV=4",460612.3125,741898.609375,1065125.21484375,254936.25,762589.4765625,483625.8125,617677.06640625,851786.4765625,0.376562817859372,0.605372358259435,0.63294733238213,0.23035241247086,0.490967588059404,601255.4609375,690133.271484375,-0.792379676122839
"123","P01040","Cystatin-A OS=Homo sapiens OX=9606 GN=CSTA PE=1 SV=1",379329.5,402478.46875,163237.234375,234497.53125,1243720.375,804979.9296875,2088035.27734375,1762378.50390625,0.233714013255446,0.333326986064964,0.0725088737704061,0.117432192645675,0.17557310295056,306913.515625,1503049.43945312,8.76751521091778
"124","P05089","Arginase-1 OS=Homo sapiens OX=9606 GN=ARG1 PE=1 SV=2",130307.28125,68959.3125,225847.40625,105263.484375,4329452.703125,3450696.15625,1975030.109375,1903320.984375,0.0292184515997584,0.0195926314698327,0.102616981020802,0.0524067999194022,0.0408126257595803,117785.3828125,2712863.1328125,21.324616527091
"125","P67809","Y-box-binding protein 1 OS=Homo sapiens OX=9606 GN=YBX1 PE=1 SV=3",199090.9375,102052.609375,219346.3515625,442801.6640625,258070.49609375,316641.0546875,219937.8046875,224380.59375,0.43549372906403,0.243740515165203,0.499326798933464,0.663689207675156,0.467410263998747,209218.64453125,241225.544921875,-0.789000713378913
"126","P14866","Heterogeneous nuclear ribonucleoprotein L OS=Homo sapiens OX=9606 GN=HNRNPL PE=1 SV=2",0,727975.96875,269669,632991.90625,753909.5625,1508179.546875,1182647.140625,1889074.625,0,0.325548005790882,0.1856820236701,0.250981446526818,0.218331735098459,451330.453125,1345413.34375,8.66806496528317
"127","P27797","Calreticulin OS=Homo sapiens OX=9606 GN=CALR PE=1 SV=1",1065722.6484375,641866.96875,893993.04296875,986088.03125,939572.4453125,431416.46875,946597.4140625,674274.6953125,0.531454274116108,0.598040504794429,0.485709919636713,0.593899161595568,0.562676717855838,940040.537109375,806923.5703125,-0.478602036699619
"128","E9PLD0","Ras-related protein Rab-1B OS=Homo sapiens OX=9606 GN=RAB1B PE=1 SV=1",130291.5078125,129423.72265625,739762.32421875,1236883.359375,840727.8828125,786953.70703125,1216357.046875,1462888.78125,0.134180129738333,0.141234079390613,0.37817851770729,0.458143611737789,0.259706298548951,435026.916015625,1028542.46484375,3.51500204490836
"129","A0A087WX29","TAR DNA-binding protein 43 (Fragment) OS=Homo sapiens OX=9606 GN=TARDBP PE=1 SV=1",639142.71875,828296.734375,1083922.3125,1214775.81640625,718868.15625,648434.71875,628975.1015625,808688,0.470646244824807,0.560898687857018,0.63280048390595,0.600344719068779,0.580621703462899,956109.5234375,683651.4375,-0.299180435215804
"130","P62701","40S ribosomal protein S4, X isoform OS=Homo sapiens OX=9606 GN=RPS4X PE=1 SV=2",2332095.875,1655197.53125,2607061.03125,1811180.28515625,2164051.2265625,1434140.8125,1308456.3828125,2123368.63671875,0.518687627944724,0.535777356532867,0.665827975093865,0.460327300821345,0.527232492238796,2071638.08007812,1778754.72460938,-0.556363507697599
"131","P60866","40S ribosomal protein S20 OS=Homo sapiens OX=9606 GN=RPS20 PE=1 SV=1",1824620.65625,1251067.2109375,1610103.6640625,1720603.2109375,2080307.0625,1384462.390625,1595669.765625,1843198.5625,0.467261057737088,0.474692908095509,0.502251234959999,0.48279991995118,0.478746414023345,1665353.4375,1719434.1640625,-0.846563429751461
"132","P51991","Heterogeneous nuclear ribonucleoprotein A3 OS=Homo sapiens OX=9606 GN=HNRNPA3 PE=1 SV=2",1449998.14453125,1519071.21875,1354542.03125,1162799.5703125,2107977.515625,1806717.703125,1369042.96875,1185660.140625,0.407534587931266,0.456755150261786,0.497337895182269,0.495132858740128,0.475944004500957,1402270.08789062,1587880.3359375,-0.804207746290567
"133","Q13867","Bleomycin hydrolase OS=Homo sapiens OX=9606 GN=BLMH PE=1 SV=1",159479.046875,369110.3125,262429.3203125,371100.9609375,567019.171875,190308.8671875,660932.578125,901229.65625,0.219517464405345,0.659809899092467,0.284210687875013,0.291670227788609,0.287940457831811,315769.81640625,613975.875,0.531183827597733
"134","F8VVM2","Phosphate carrier protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLC25A3 PE=1 SV=1",3267262.15625,3111322.1875,3688826.921875,4196058.9765625,4795906.359375,4453666.4296875,4931248.890625,6347273.8046875,0.405208219314606,0.411279163121427,0.427934394326999,0.397982219059297,0.408243691218017,3478044.5390625,4863577.625,-0.336232476909441
"135","P62277","40S ribosomal protein S13 OS=Homo sapiens OX=9606 GN=RPS13 PE=1 SV=2",4603512.09375,1543169.984375,1784517.65625,2038823.9921875,3484413.71875,1183422.171875,1447196.59375,1568861.140625,0.569183273990373,0.565970228014368,0.552189184501693,0.565133573782272,0.56555190089832,1911670.82421875,1508028.8671875,-0.341608564462365
"136","Q8TEM1","Nuclear pore membrane glycoprotein 210 OS=Homo sapiens OX=9606 GN=NUP210 PE=1 SV=3",306143.84375,615597.375,237336.421875,338410.296875,2298803.125,1465995.234375,2588983.05078125,1542761.375,0.117524021572272,0.295733839670402,0.0839736711193321,0.1798933621713,0.148708691871786,322277.0703125,1920782.25,10.2617847018083
"137","P08865","40S ribosomal protein SA OS=Homo sapiens OX=9606 GN=RPSA PE=1 SV=4",2010642.625,1617613.125,2458412.8125,1756391.796875,2194099.65625,2481752.21875,3354728.84375,2222460.78125,0.478184509420699,0.394600868514014,0.422906056290033,0.44143173500102,0.432168895645527,1883517.2109375,2352106.5,-0.60802234581204
"138","Q01650","Large neutral amino acids transporter small subunit 1 OS=Homo sapiens OX=9606 GN=SLC7A5 PE=1 SV=2",1604459.80078125,1758828.34765625,1775194.03515625,1764519.23828125,416225.125,316959.6484375,355614.46875,524087.822265625,0.794017800751853,0.847306348705186,0.833108199024887,0.77100139587073,0.81356299988837,1761673.79296875,385919.796875,10.7821454966619
"139","Q96EP5","DAZ-associated protein 1 OS=Homo sapiens OX=9606 GN=DAZAP1 PE=1 SV=1",656131.78125,393165.46875,449764.1953125,364241.2734375,271142.90625,197356.8046875,335602.453125,221954.765625,0.707591601598636,0.665792784514862,0.572680538710567,0.621364269229845,0.643578526872354,421464.83203125,246548.8359375,1.40960268310713
"140","P62249","40S ribosomal protein S16 OS=Homo sapiens OX=9606 GN=RPS16 PE=1 SV=2",5206097.015625,3278363.7734375,4879626.921875,4554746.2109375,4142354.328125,2541198.4921875,3669033.96875,3512750.8984375,0.556894059154042,0.563335114189283,0.570805999244432,0.564579837982782,0.563957476086032,4717186.56640625,3590892.43359375,-0.330809805810423
"141","P38919","Eukaryotic initiation factor 4A-III OS=Homo sapiens OX=9606 GN=EIF4A3 PE=1 SV=4",374491.609375,546543.796875,694590.828125,953476.61328125,1000584.7890625,661796.7734375,1109239.7421875,1389163.265625,0.272342402066194,0.452309398776252,0.385064340053106,0.407009469046696,0.396036904549901,620567.3125,1054912.265625,0.196867294733066
"142","P26599","Polypyrimidine tract-binding protein 1 OS=Homo sapiens OX=9606 GN=PTBP1 PE=1 SV=1",2552905.25,917070.25,1464818.140625,1329347.3125,688865.5,1045616.1484375,998315.9765625,1575640.890625,0.787503326692673,0.467252562982085,0.594696866241934,0.457608506316815,0.53097471461201,1397082.7265625,1021966.0625,-0.137941806547649
"143","P20073","Annexin A7 OS=Homo sapiens OX=9606 GN=ANXA7 PE=1 SV=3",501244.46875,343076.75,0,817707.4296875,36279.94140625,25473.3515625,258305.3125,151233.171875,0.932505499804736,0.930882256022984,0,0.843919047637055,0.88740065183002,422160.609375,93756.556640625,2.60179592806914
"144","P32119","Peroxiredoxin-2 OS=Homo sapiens OX=9606 GN=PRDX2 PE=1 SV=5",748361.953125,641286.734375,598429.6796875,855803.63671875,1511760.9609375,773953.5,1184899.359375,1260165.46875,0.331115599275016,0.453129241805513,0.335568852735161,0.404449967869055,0.370009410302108,694824.34375,1222532.4140625,0.159209718152263
"145","P20930","Filaggrin OS=Homo sapiens OX=9606 GN=FLG PE=1 SV=3",44472.1279296875,0,31294.240234375,75780.669921875,756129.0546875,352063.280273438,1170497.25585938,990611.357421875,0.0555484164841062,0,0.0260396585731321,0.0710626748688615,0.0407940375286192,37883.1840820312,873370.206054688,22.7424748303451
"146","P00338","L-lactate dehydrogenase A chain OS=Homo sapiens OX=9606 GN=LDHA PE=1 SV=2",2150524.28125,1243926.15625,1822911.8203125,1880116.28125,1673422.3203125,1054127.1796875,1630327.828125,2322998.05078125,0.562383449698611,0.541295598669182,0.527884539127575,0.447315046112817,0.534590068898379,1851514.05078125,1651875.07421875,-0.757409732294062
"147","P49327","Fatty acid synthase OS=Homo sapiens OX=9606 GN=FASN PE=1 SV=3",1579762.1015625,1593058.59570313,1565283.5,2259425.234375,863731.8984375,510835.73828125,735222.958984375,1041628.34960938,0.646517692109127,0.757195154704456,0.680408217889134,0.684455788702426,0.68243200329578,1586410.34863281,799477.428710938,3.34179846568119
"148","P16401","Histone H1.5 OS=Homo sapiens OX=9606 GN=H1-5 PE=1 SV=3",2944441.875,3275094.6640625,4305246.46875,4578261.6484375,826081.75,751004.296875,509899.71875,970185.5625,0.780910602303944,0.813466011600439,0.894105038789126,0.825142868695317,0.819304440147878,3790170.56640625,788543.0234375,12.1710273593075
"149","P05109","Protein S100-A8 OS=Homo sapiens OX=9606 GN=S100A8 PE=1 SV=1",7679523.92871094,9515153.34570313,10346042.8505859,7400080.50390625,2600075.10546875,2977529.234375,4936444.6484375,9016150.8125,0.747064540472494,0.761658137450541,0.676986835503516,0.450778279208984,0.712025687988005,8597338.63720703,3956986.94140625,1.98967251273041
"150","Q15365","Poly(rC)-binding protein 1 OS=Homo sapiens OX=9606 GN=PCBP1 PE=1 SV=2",733221.125,894848.203125,880109.921875,970483.15625,540559.78125,360520.3125,516358.1171875,732905.8203125,0.575625777873054,0.712817146508959,0.630239931925581,0.56973666590732,0.602932854899318,887479.0625,528458.94921875,0.834097524749818
"151","A0A1B0GVD5","Cathepsin D OS=Homo sapiens OX=9606 GN=CTSD PE=1 SV=1",486886.7421875,1287672.828125,644078.37109375,440928.51953125,3370783.453125,1186679.69140625,2298525.703125,2749658.87109375,0.126212640670818,0.520407992782266,0.218880404855264,0.138196659595297,0.178538532225281,565482.556640625,2524092.28710938,4.86823166324393
"152","A0A5F9ZHM4","L-lactate dehydrogenase OS=Homo sapiens OX=9606 GN=LDHB PE=1 SV=1",1179190.265625,1606614.703125,1517535.15625,1876846.09375,1367551.15625,1077120.5,1579542.375,1750014.828125,0.463019235284923,0.598648741967621,0.489989398372443,0.517484991616308,0.503737194994376,1562074.9296875,1473546.765625,-0.770609683960611
"153","P30101","Protein disulfide-isomerase A3 OS=Homo sapiens OX=9606 GN=PDIA3 PE=1 SV=4",5721813.828125,4174767.84375,4280226.640625,4036116.859375,1908506.078125,1463569.984375,1373857.8125,1158410.2265625,0.749878628737212,0.740425276209159,0.757014982020534,0.77699409255204,0.753446805378873,4227497.2421875,1418713.8984375,6.83053910156403
"154","P81605","Dermcidin OS=Homo sapiens OX=9606 GN=DCD PE=1 SV=2",459055.08203125,0,342713.09375,178863.90625,14654852.34375,6707788.484375,7014442.76953125,8965348.875,0.0303730245990653,0,0.0465822799079795,0.0195603394768718,0.0249666820379686,260788.5,7989895.82226562,24.3465473464315
"155","P78386","Keratin, type II cuticular Hb5 OS=Homo sapiens OX=9606 GN=KRT85 PE=1 SV=1",467865.6875,602845.65625,683104.703125,730591.953125,1450560.625,2278701.9453125,2093672.765625,1992478.1875,0.243879936618624,0.209208987532641,0.246006282754991,0.268297148217164,0.244943109686807,642975.1796875,2043075.4765625,5.39416555334516
