"Accession","Description","Sample.a.buffer19","Sample.b.buffer19","Sample.c.buffer19","Sample.d.buffer19","Control.a.buffer19","Control.b.buffer19","Control.c.buffer19","Control.d.buffer19","idirt_a","idirt_b","idirt_c","idirt_d","median_ratio","median_Sample","median_Control","bf"
"76","P02768","Albumin OS=Homo sapiens OX=9606 GN=ALB PE=1 SV=2",0,402412.171875,418514.3125,390951.5390625,9472328.109375,25120452.8085938,27031638.3203125,34628189.1054688,0,0.0157667319943487,0.0152463382662481,0.0111639386880144,0.0132051384771312,396681.85546875,26076045.5644531,27.5292545218205
"77","Q7Z739","YTH domain-containing family protein 3 OS=Homo sapiens OX=9606 GN=YTHDF3 PE=1 SV=1",3169299.9609375,6415559.640625,7907659.95703125,5755307.09375,3358415.625,6445327.5703125,9276403.73193359,5579112.05859375,0.485514406872298,0.498842695328897,0.460174036837942,0.507772565703987,0.492178551100597,6085433.3671875,6012219.81445312,-0.848261789927824
"78","A0A0G2JIW1","Heat shock 70 kDa protein 1B OS=Homo sapiens OX=9606 GN=HSPA1B PE=1 SV=1",1257276.453125,3124654.390625,4277957.8984375,5240987.703125,982001.578125,2426646.015625,3326255.7421875,3075612.65625,0.561465095258032,0.56286890673527,0.562577289462621,0.630183906482536,0.562723098098946,3701306.14453125,2751129.3359375,-0.0122507643968364
"79","P62805","Histone H4 OS=Homo sapiens OX=9606 GN=H4C1 PE=1 SV=2",778673.890625,5761785.70703125,3866287.28515625,4785591.015625,3317781.26953125,12427352.8203125,14475885.84375,13452867.890625,0.190084807518142,0.316770675992684,0.210786762178315,0.26239009777219,0.236588429975253,4325939.15039062,12940110.3554688,5.5399864259372
"80","Q08188","Protein-glutamine gamma-glutamyltransferase E OS=Homo sapiens OX=9606 GN=TGM3 PE=1 SV=4",0,375838.8125,793545.96484375,394925.98046875,1667644.49023438,5011280.71875,5053520.953125,4221973.84765625,0,0.069766191434923,0.135716928842577,0.0855392135785489,0.0776527025067359,385382.396484375,4616627.28320312,20.1708646360318
"81","P05141","ADP/ATP translocase 2 OS=Homo sapiens OX=9606 GN=SLC25A5 PE=1 SV=7",1024439.5,6790767.3359375,843260.78125,2141825.08984375,1227778.1875,2537417.125,2691665.3359375,3403173.69921875,0.454858118593832,0.727983817684392,0.238551175694989,0.386262499113344,0.420560308853588,1583132.29492188,2614541.23046875,-0.74768502925263
"82","P12236","ADP/ATP translocase 3 OS=Homo sapiens OX=9606 GN=SLC25A6 PE=1 SV=4",2700809.6953125,8578193.1171875,9494606.609375,15609448.7109375,2988403.4921875,9362533.59375,12060861.3828125,16425749.9765625,0.47472464228385,0.478140783001718,0.440473229939438,0.487259306964381,0.476432712642784,9036399.86328125,10711697.4882812,-0.828125036170439
"83","P29508","Serpin B3 OS=Homo sapiens OX=9606 GN=SERPINB3 PE=1 SV=2",481898,1005923.65625,382340.80859375,1441738.8671875,3863086.73046875,11925662.765625,4198599.5390625,5641609.33203125,0.110909020374857,0.077788109164115,0.0834633895176931,0.203539177609046,0.0971862049462749,743910.828125,4920104.43554688,15.407623869762
"84","Q96P63","Serpin B12 OS=Homo sapiens OX=9606 GN=SERPINB12 PE=1 SV=1",794659.85546875,8073558.4296875,35425156,29642581.875,3490896.921875,8178677.42578125,6406319.10546875,7703471.95703125,0.185427447763577,0.496766014318627,0.846854095168372,0.793727283967441,0.645246649143034,18858070.1523438,7054895.53125,0.00553661418724616
"85","F5GZS6","4F2 cell-surface antigen heavy chain OS=Homo sapiens OX=9606 GN=SLC3A2 PE=1 SV=1",1415288.703125,8426243.734375,10309663.25,10543294.890625,235006.5390625,1294011,2063264,5860106.296875,0.857597275290575,0.866874785140782,0.833243665115707,0.642750535093867,0.845420470203141,9367953.4921875,1678637.5,10.7972125736647
"86","Q01546","Keratin, type II cytoskeletal 2 oral OS=Homo sapiens OX=9606 GN=KRT76 PE=1 SV=2",97619.9375,162753.484375,159679.90625,199034.796875,1628904.43359375,1530095.4921875,1965911.7421875,1818069.34765625,0.0565413029404027,0.0961417625720443,0.0751225694584277,0.0986735352334786,0.085632166015236,161216.6953125,1723486.890625,19.2165435829824
"87","P19013","Keratin, type II cytoskeletal 4 OS=Homo sapiens OX=9606 GN=KRT4 PE=1 SV=5",889916.544921875,810534.53125,454313.8515625,584686.125,4422466.33984375,3579204.703125,726593.98828125,1133175.34375,0.167517395531466,0.184642979451467,0.384715755314667,0.340356970358877,0.262499974905172,697610.328125,2356190.0234375,4.18107220672352
"88","P61978","Heterogeneous nuclear ribonucleoprotein K OS=Homo sapiens OX=9606 GN=HNRNPK PE=1 SV=1",696494.8984375,1009003.6484375,2545364.24609375,1482000.52929688,1264459.140625,2935996.17578125,4116918.1640625,3899320.47070313,0.355181653706929,0.255767729631602,0.382055891568555,0.275397161644302,0.315289407675615,1245502.08886719,3417658.32324219,2.04505985984949
"89","P14618","Pyruvate kinase PKM OS=Homo sapiens OX=9606 GN=PKM PE=1 SV=4",954863.65625,2426629.3046875,3160165.671875,4240399.86328125,1711952.6875,5019524.625,4519830.77539063,4260798.47265625,0.358053773927041,0.325890295527283,0.411480095540948,0.498800250942931,0.384766934733994,2793397.48828125,4390314.62402344,-0.141007447489438
"90","Q00839","Heterogeneous nuclear ribonucleoprotein U OS=Homo sapiens OX=9606 GN=HNRNPU PE=1 SV=6",744315.265625,2082464.30761719,3140730.59765625,3251472.8359375,1813529.9453125,4229387.328125,5162900.99023438,4964175.09375,0.290993083726202,0.329929223276542,0.378235783273002,0.395765843882891,0.354082503274772,2611597.45263672,4596781.2109375,0.992604451759648
"91","P78406","mRNA export factor OS=Homo sapiens OX=9606 GN=RAE1 PE=1 SV=1",512358.4765625,8946440.65625,8108081.484375,8238440.140625,756203.6484375,7040955.140625,7679334.31103516,4806967.86328125,0.403889148560619,0.559593367795318,0.513578763582843,0.631520312600275,0.536586065689081,8173260.8125,5923961.50195312,-0.688604239108355
"92","Q9GZT3","SRA stem-loop-interacting RNA-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLIRP PE=1 SV=1",338593.876953125,985417.33203125,851438.06640625,1115558.73828125,781433.21484375,2126269.625,1885945.578125,1974668.4921875,0.302308648989833,0.316682669445451,0.311040824733228,0.360995698724729,0.31386174708934,918427.69921875,1930307.03515625,1.83719755687705
"93","Q9NZT1","Calmodulin-like protein 5 OS=Homo sapiens OX=9606 GN=CALML5 PE=1 SV=2",510427.671875,551895.8125,2361094.25,1914251.234375,10876465.59375,10329058.765625,10712250.46875,10360465.1953125,0.0448258941195041,0.0507212679308052,0.180603686416505,0.155950750091889,0.103336009011347,1233073.5234375,10536357.8320312,16.4748133670322
"94","Q6KB66","Keratin, type II cytoskeletal 80 OS=Homo sapiens OX=9606 GN=KRT80 PE=1 SV=2",173542.4453125,1670766.82421875,1845108.1484375,1911561.34375,17401950.03125,25695545.65625,14338808.0078125,19358339.6054688,0.00987411564961406,0.0610519530320781,0.114008756015765,0.0898716617587356,0.0754618073954068,1757937.48632812,18380144.8183594,20.6202728995883
"95","B4DY08","Heterogeneous nuclear ribonucleoproteins C1/C2 OS=Homo sapiens OX=9606 GN=HNRNPC PE=1 SV=1",1758725.0234375,6060853.265625,5225069.09375,4545848.84375,1974819.890625,7142778.59375,7112104.375,6229425.765625,0.471060363252418,0.459029252721977,0.423522381928492,0.421877771894082,0.441275817325235,4885458.96875,6670765.0703125,-0.691843007472196
"96","Q8WU79","Stromal membrane-associated protein 2 OS=Homo sapiens OX=9606 GN=SMAP2 PE=1 SV=1",2454969.69726563,9144742.65625,9762114.828125,6739998.84375,2414766.4375,9632058.296875,11079335.296875,6871807.6171875,0.504127868395026,0.48702346470409,0.468399020681149,0.495158292405356,0.491090878554723,7942370.75,8251932.95703125,-0.847924499700314
"97","P02545","Prelamin-A/C OS=Homo sapiens OX=9606 GN=LMNA PE=1 SV=1",2502760.08984375,957720.28515625,2198348.49609375,2125433.1484375,1221510.40820313,3138640.1640625,2370364.1328125,1991342.875,0.672013510070301,0.233797854712445,0.481174605332976,0.516285835405436,0.498730220369206,2161890.82226562,2180853.50390625,-0.840844454603733
"98","A0A087X0X3","Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens OX=9606 GN=HNRNPM PE=1 SV=1",570770.890625,1402676.3671875,1752975.84375,2258772.625,831506.90625,2229554.01171875,2950522.765625,3507410.9765625,0.407031254361278,0.386174945106284,0.372696154359645,0.391727489285621,0.388951217195953,1577826.10546875,2590038.38867188,0.0233712592944153
"99","P52597","Heterogeneous nuclear ribonucleoprotein F OS=Homo sapiens OX=9606 GN=HNRNPF PE=1 SV=3",448922.28125,1795596.21484375,2125038.546875,1790530.4296875,958861.6796875,2458729.44921875,3356802.2109375,3041612.65234375,0.318885776302668,0.422063649243325,0.387650543085638,0.370545821862301,0.379098182473969,1793063.32226562,2750171.05078125,0.325088162297831
"100","O60232","Protein ZNRD2 OS=Homo sapiens OX=9606 GN=ZNRD2 PE=1 SV=1",2509257.9375,10769965.765625,6803372.5,7309106.859375,387837.1953125,1010456.6953125,1165073.671875,949953.6796875,0.866128940358273,0.914225767483038,0.853789101821735,0.884980419359496,0.875554679858885,7056239.6796875,980205.1875,18.2440544052537
"101","Q15149","Plectin OS=Homo sapiens OX=9606 GN=PLEC PE=1 SV=3",63486.94921875,0,197515.6484375,241644.75,165647.65234375,353142.38671875,276910.203125,385097.9765625,0.277072728369368,0,0.416325644538533,0.385556528633927,0.331314628501648,130501.298828125,315026.294921875,4.14453099775693
"102","J3QTR3","Ubiquitin-40S ribosomal protein S27a (Fragment) OS=Homo sapiens OX=9606 GN=RPS27A PE=1 SV=1",3720695.484375,8413717.375,8024006.50585938,7742492.81054688,5252830.16796875,14007065.6796875,9676019.5078125,8422931.875,0.414630283405186,0.375264207074202,0.453333034632913,0.478953876013493,0.43398165901905,7883249.65820313,9049475.69140625,-0.572780587878651
"103","P16403","Histone H1.2 OS=Homo sapiens OX=9606 GN=H1-2 PE=1 SV=2",0,1378277.640625,677029.92578125,852847.193359375,739299.55078125,2896385.43359375,3180339.33789063,2908626.296875,0,0.322429538116732,0.17551597461965,0.226732208953102,0.201124091786376,764938.559570312,2902505.86523438,9.93019330049123
"104","P25311","Zinc-alpha-2-glycoprotein OS=Homo sapiens OX=9606 GN=AZGP1 PE=1 SV=2",10710626,11105904,14867259,17890834.25,2670936.8671875,4039721.9375,4518351.640625,5667788.2265625,0.800401724843604,0.733274679160153,0.766922398041142,0.759417672565484,0.763170035303313,12986581.5,4279036.7890625,8.1217384580639
"105","Q08554","Desmocollin-1 OS=Homo sapiens OX=9606 GN=DSC1 PE=1 SV=2",0,325565.0234375,1840151.54199219,1566869.47851563,2646094.5546875,2518566.61523438,3540367.05664063,7414162.67382813,0,0.114469041801992,0.342002635667828,0.174464298973334,0.144466670387663,946217.250976565,3093230.80566407,11.8471108058302
"106","Q6ZXV5","Protein O-mannosyl-transferase TMTC3 OS=Homo sapiens OX=9606 GN=TMTC3 PE=1 SV=2",428236.41015625,3261605.3984375,3827419.46875,4932691.953125,64779.203125,131606.3125,297551.734375,125087.7890625,0.868606183293336,0.961214824269353,0.927865742638499,0.97526824111791,0.944540283453926,3544512.43359375,128347.05078125,24.2277870027574
"107","P14625","Endoplasmin OS=Homo sapiens OX=9606 GN=HSP90B1 PE=1 SV=1",879217.19921875,780557.9765625,1753854.8046875,6406383.796875,349559.08984375,867747.7890625,1360607.59375,1922555.15625,0.715522595158108,0.473551687339109,0.563132438384035,0.769171659551105,0.639327516771072,1316536.00195312,1114177.69140625,1.24448222263267
"108","Q14126","Desmoglein-2 OS=Homo sapiens OX=9606 GN=DSG2 PE=1 SV=2",80655.10546875,93840.65625,344975.1171875,202502.3046875,0,271000.296875,275291.3515625,60651.72265625,1,0.257209766190499,0.556172442922339,0.769520066751543,0.662846254836941,148171.48046875,165826.009765625,1.73229045207607
"109","P05388","60S acidic ribosomal protein P0 OS=Homo sapiens OX=9606 GN=RPLP0 PE=1 SV=1",129863.767578125,1123713.9140625,1449696.234375,1902423.703125,213287.10546875,1175039.21875,1746691.9375,1953188.23828125,0.378445103242927,0.488836273031044,0.45354198439691,0.493416799210123,0.471189128713977,1286705.07421875,1460865.578125,-0.757093203116661
"110","Q9Y5A9","YTH domain-containing family protein 2 OS=Homo sapiens OX=9606 GN=YTHDF2 PE=1 SV=2",1765979,3256440.09375,3510004.65625,2277398.59375,2761297.5859375,4626244.5,4310428.03125,3454986.8125,0.390075350263652,0.413113077787225,0.448824866411843,0.39728637074314,0.405199724265182,2766919.34375,3882707.421875,-0.3527790660422
"111","P20700","Lamin-B1 OS=Homo sapiens OX=9606 GN=LMNB1 PE=1 SV=2",101990.759765625,513563.20703125,328402.515625,369308.953125,304662.17578125,827893,1400775.6015625,1876343.3359375,0.250805418700509,0.382840084036591,0.189918269471941,0.164455091700406,0.220361844086225,348855.734375,1114334.30078125,5.41725818214416
"112","P40926","Malate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=MDH2 PE=1 SV=3",102719.0703125,782257.3046875,753737.03515625,1586612.203125,498890.421875,2238010.21875,2728565.1015625,3236892.3515625,0.170740441509666,0.259002654108328,0.216447914501316,0.328933493300659,0.237725284304822,767997.169921875,2483287.66015625,5.61210871738742
"113","P23396","40S ribosomal protein S3 OS=Homo sapiens OX=9606 GN=RPS3 PE=1 SV=2",613683.5703125,3604472,4143838.19140625,4590214.78125,1013614.5859375,3426398.80859375,5036591.34375,4966458.796875,0.377118088627774,0.512663665444442,0.451377375703121,0.480315116313787,0.465846246008454,3874155.09570312,4196428.80273438,-0.767317658984613
"114","Q06830","Peroxiredoxin-1 OS=Homo sapiens OX=9606 GN=PRDX1 PE=1 SV=1",1670086.19140625,3606059.90625,3559739.72265625,4416498.83984375,2666486.96972656,7642300.6640625,3534872.44726563,3943059.55859375,0.385116572314437,0.320585376305182,0.501752546495497,0.528317242292278,0.443434559404967,3582899.81445312,3738966.00292969,-0.606619697366896
"115","P04075","Fructose-bisphosphate aldolase A OS=Homo sapiens OX=9606 GN=ALDOA PE=1 SV=2",206413.3125,3913795.3828125,1382285.3671875,2866835.875,581196.0546875,1419523.96875,1182016.48046875,757444.7734375,0.262075746047927,0.733838558095322,0.539049397968066,0.791008244970199,0.636443978031694,2124560.62109375,969730.626953125,0.0239869795530905
"116","P31151","Protein S100-A7 OS=Homo sapiens OX=9606 GN=S100A7 PE=1 SV=4",0,313677.98046875,659107.46484375,408434.6328125,2791148.55859375,10537232.03125,5942567.21875,9564196.93359375,0,0.0289079883742455,0.0998394341486927,0.0409555522123519,0.0349317702932987,361056.306640625,7753382.07617188,23.6256870149564
"117","P04040","Catalase OS=Homo sapiens OX=9606 GN=CAT PE=1 SV=3",444066.53125,734749.46484375,371352.9375,806954.5,1176091.1015625,1856507.82421875,2542461.89257813,3097899.34375,0.274088472785902,0.283549405898469,0.127445619971,0.20665421352238,0.240371343154141,589407.998046875,2199484.85839844,6.92380044687605
"118","A0A087WVQ6","Clathrin heavy chain OS=Homo sapiens OX=9606 GN=CLTC PE=1 SV=1",224009.2421875,1409727.8828125,1287945.4921875,1670221.203125,154697.890625,1173685.37890625,1415428.4140625,662914.734375,0.591510491296736,0.545684232446266,0.476421515059336,0.715869648347483,0.568597361871501,1348836.6875,918300.056640625,0.0453086906166118
"119","Q9H8K7","ATPase PAAT OS=Homo sapiens OX=9606 GN=PAAT PE=1 SV=2",217872.640625,276157.9375,607638.3828125,720163.65234375,2157611,8949560.984375,8056778.7265625,9917914.3359375,0.091717171568345,0.0299334870093652,0.0701303244225198,0.0676967825519865,0.0689135534872532,441898.16015625,8503169.85546875,21.0500583765669
"120","Q96S66","Chloride channel CLIC-like protein 1 OS=Homo sapiens OX=9606 GN=CLCC1 PE=1 SV=1",1195210.546875,3267659.2578125,3613976.71484375,3953391.05859375,244735.13671875,525997.42578125,824563.18359375,999968.734375,0.830038633049025,0.86134817416241,0.814226479323973,0.798123137391625,0.822132556186499,3440817.98632812,675280.3046875,13.0206575135457
"121","Q16777","Histone H2A type 2-C OS=Homo sapiens OX=9606 GN=H2AC20 PE=1 SV=4",891989.74609375,6407107.625,4699334.7578125,4320112.78125,3143281.953125,11892602.9609375,11432572.4453125,8701614.296875,0.221048249679555,0.350120707915653,0.291306830534096,0.331761889596603,0.31153436006535,4509723.76953125,10067093.3710938,2.79492323853953
"122","P13639","Elongation factor 2 OS=Homo sapiens OX=9606 GN=EEF2 PE=1 SV=4",220828.25,1133357.01953125,1839664.58203125,2037374.6328125,5756193.5859375,11720360.6601563,10614340.6796875,11653079.2148438,0.0369462009779261,0.0881734800603462,0.147716701845793,0.148817172570308,0.11794509095307,1486510.80078125,11133709.9472657,16.7404516120874
"123","P23246","Splicing factor, proline- and glutamine-rich OS=Homo sapiens OX=9606 GN=SFPQ PE=1 SV=2",497034.4296875,921244.1875,1445990.67578125,1601383.578125,802618.908203125,1747563.65625,2416102.3515625,2291052.09375,0.382436158317572,0.345189403447473,0.374405967319686,0.411409131227494,0.378421062818629,1183617.43164062,2019307.875,0.246786618360498
"124","Q5QNW6","Histone H2B type 2-F OS=Homo sapiens OX=9606 GN=H2BC18 PE=1 SV=3",991888.3671875,4959515.0625,2924290.5859375,3253558.796875,4845828.1953125,10770421.6328125,13519269.0097656,7601003.65429688,0.169910333358618,0.3152914826401,0.17783805075281,0.2997411283514,0.238789589552105,3088924.69140625,9185712.64355469,5.79686066452041
"125","P31942","Heterogeneous nuclear ribonucleoprotein H3 OS=Homo sapiens OX=9606 GN=HNRNPH3 PE=1 SV=2",554540.60546875,1070234.7109375,1007927.609375,902626.4765625,615662.1875,1502610.375,1488925.52734375,1667751.9609375,0.473884192381652,0.415973241757587,0.403679173016789,0.351164818142659,0.409826207387188,955277.04296875,1495767.95117188,-0.336716401824892
"126","P22735","Protein-glutamine gamma-glutamyltransferase K OS=Homo sapiens OX=9606 GN=TGM1 PE=1 SV=4",197242.1171875,0,181274.484375,294370.1875,856770.423828125,3298890.5078125,1690453.24023438,1589763.29296875,0.187134506955146,0,0.0968487467443114,0.156236376324444,0.126542561534378,189258.30078125,1640108.26660156,16.2693564447544
"127","P01040","Cystatin-A OS=Homo sapiens OX=9606 GN=CSTA PE=1 SV=1",526468.265625,869616.171875,711907.5625,690420.5,2563469.453125,6404433.328125,2051921.94140625,4852958.328125,0.17038151365652,0.119550488606793,0.257580129850205,0.124548677152835,0.147465095404677,701164.03125,3708213.890625,11.007858196941
"128","P05089","Arginase-1 OS=Homo sapiens OX=9606 GN=ARG1 PE=1 SV=2",100182.177734375,90834.734375,276113.78125,147548.21875,1216603.796875,4942235.25,1595266.234375,3114459.328125,0.0760808359643214,0.0180475802357196,0.147545543366179,0.0452323351892153,0.0606565855767684,123865.198242188,2354862.78125,20.2838604705515
"129","P67809","Y-box-binding protein 1 OS=Homo sapiens OX=9606 GN=YBX1 PE=1 SV=3",248047.84375,795953.4375,746201.234375,901592.53125,326722.07421875,1028681.2890625,1001026.3125,999713.796875,0.431560240011528,0.436226180458336,0.427077306392986,0.474196355375895,0.433893210234932,771077.3359375,1000370.0546875,-0.679294558406443
"130","Q99567","Nuclear pore complex protein Nup88 OS=Homo sapiens OX=9606 GN=NUP88 PE=1 SV=2",622640.71875,2097753.90625,1943880.07421875,1525617.28125,740179.3671875,3029522.953125,2599737.140625,1912909.9765625,0.45687668179742,0.409136070429735,0.427826549267443,0.44368334663735,0.435754947952396,1734748.67773438,2256323.55859375,-0.610550177758123
"131","P14866","Heterogeneous nuclear ribonucleoprotein L OS=Homo sapiens OX=9606 GN=HNRNPL PE=1 SV=2",132932.5625,387331.1953125,500876.5625,555389.953125,333863.25,503719.265625,1204716,731374.40625,0.284776681667426,0.434690527969625,0.293667182604169,0.431617451228414,0.362642316916291,444103.87890625,617546.8359375,0.651202677482067
"132","P27797","Calreticulin OS=Homo sapiens OX=9606 GN=CALR PE=1 SV=1",52587.76953125,547555.015625,609675.046875,665674,133247.71875,679407.375,552568.4921875,971223.28125,0.282980231696444,0.446268785260877,0.524567378853129,0.406668156655294,0.426468470958085,578615.03125,615987.93359375,-0.391422887129623
"133","E9PLD0","Ras-related protein Rab-1B OS=Homo sapiens OX=9606 GN=RAB1B PE=1 SV=1",359363,760066.44140625,390999.375,1520495.84375,518247.775390625,1436348.34570313,802536.44921875,1979462.015625,0.409478791825508,0.346048681636562,0.327597519124267,0.434432614574828,0.377763736731035,575532.908203125,1119442.39746094,0.224538443703199
"134","A0A087WX29","TAR DNA-binding protein 43 (Fragment) OS=Homo sapiens OX=9606 GN=TARDBP PE=1 SV=1",796877.15625,2254178.9375,2090824.5859375,1739905.015625,948664.04296875,2121055.984375,2603333.921875,2495582.3984375,0.456521539913614,0.515213234889334,0.445409881762138,0.410792158146483,0.450965710837876,1915364.80078125,2308319.19140625,-0.775919885678352
"135","P62701","40S ribosomal protein S4, X isoform OS=Homo sapiens OX=9606 GN=RPS4X PE=1 SV=2",122288.8203125,1435636.171875,1595917.48046875,2195969.7265625,184713.8203125,926228.9921875,1615842.046875,1491785.83398438,0.398331493382411,0.607840021403106,0.496898185210222,0.595475944787633,0.546187064998927,1515776.82617188,1209007.41308594,-0.707401155283671
"136","P60866","40S ribosomal protein S20 OS=Homo sapiens OX=9606 GN=RPS20 PE=1 SV=1",375617.93359375,1545621.4609375,1657349.5546875,1709273.09375,461866.7578125,1944335.34375,2107667.90625,2056847.546875,0.448507223413286,0.44287696021381,0.440197043408881,0.453855108971321,0.445692091813548,1601485.5078125,2000591.4453125,-0.710271115800448
"137","P51991","Heterogeneous nuclear ribonucleoprotein A3 OS=Homo sapiens OX=9606 GN=HNRNPA3 PE=1 SV=2",556575.22265625,2241353.328125,846190.921875,1020995.7265625,764437.3203125,528587.359375,1406583.03125,1075014.6875,0.421324707035288,0.809170152357279,0.375621762095208,0.487113861511594,0.454219284273441,933593.32421875,919726.00390625,-0.717275866093537
"138","Q13867","Bleomycin hydrolase OS=Homo sapiens OX=9606 GN=BLMH PE=1 SV=1",180700.953125,0,290469,48448.578125,69331.8828125,706575.09375,643724.4921875,1793976.734375,0.722708889204334,0,0.310930232793466,0.0262960879859275,0.168613160389697,114574.765625,675149.79296875,4.34612204071122
"139","F8VVM2","Phosphate carrier protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLC25A3 PE=1 SV=1",735607.16796875,2397717.56640625,2381551.51171875,3732533.53515625,2750194.1171875,3960964.171875,3767482.28125,4752340.25,0.211029576212855,0.377077775723739,0.387304996508881,0.439904426355296,0.38219138611631,2389634.5390625,3864223.2265625,0.846873225443769
"140","P62277","40S ribosomal protein S13 OS=Homo sapiens OX=9606 GN=RPS13 PE=1 SV=2",549025.31640625,2017196.75,1072550.15625,1190615.28125,413543.6015625,1165681.171875,1466151.359375,1240351.921875,0.570375072534883,0.633765038909092,0.422479818776943,0.4897701950563,0.530072633795592,1131582.71875,1203016.546875,-0.673142610981055
"141","Q8TEM1","Nuclear pore membrane glycoprotein 210 OS=Homo sapiens OX=9606 GN=NUP210 PE=1 SV=3",460298.703125,1765466.5625,1507091.0703125,1568189.8046875,254378.6171875,1617582.37109375,2301314.5703125,2097702.171875,0.644065076703049,0.521856643860181,0.395727559647551,0.427778509217827,0.474817576539004,1537640.4375,1857642.27148438,-0.835746342472716
"142","P08865","40S ribosomal protein SA OS=Homo sapiens OX=9606 GN=RPSA PE=1 SV=4",689735.5390625,1627799.328125,1855965.734375,1301105.203125,878413.0078125,1684461.96875,1851357.046875,2070567.71875,0.439840690116381,0.49144653221072,0.500621565449239,0.385893066520062,0.46564361116355,1464452.265625,1767909.5078125,-0.762201088426466
"143","Q01650","Large neutral amino acids transporter small subunit 1 OS=Homo sapiens OX=9606 GN=SLC7A5 PE=1 SV=2",658464.2265625,1982310.74609375,1160945.61621094,1646170.30078125,98994.21875,275242.21875,193765.5625,484151.66015625,0.869307393213949,0.878079397012486,0.856969097513187,0.772733103712085,0.863138245363568,1403557.9584961,234503.890625,14.703907085872
"144","Q96EP5","DAZ-associated protein 1 OS=Homo sapiens OX=9606 GN=DAZAP1 PE=1 SV=1",757606.5859375,1829151.625,1372936.453125,1045591.21875,737830.0625,2629360.578125,1490992.21875,815431.609375,0.506612290616979,0.410260540212929,0.479389192408254,0.561836858177309,0.493000741512617,1209263.8359375,1153211.9140625,-0.847338116784994
"145","P62249","40S ribosomal protein S16 OS=Homo sapiens OX=9606 GN=RPS16 PE=1 SV=2",947387.171875,3979131.7734375,3860787.390625,3757697.109375,543704.04296875,3731233.15625,3226631.96875,3145949,0.635365001445787,0.516075673424549,0.544738104923632,0.544306160808581,0.544522132866106,3809242.25,3186290.484375,-0.326478025471817
"146","P38919","Eukaryotic initiation factor 4A-III OS=Homo sapiens OX=9606 GN=EIF4A3 PE=1 SV=4",766056.8359375,1481395.3125,1384814.3125,1433061.8828125,575796.7734375,1965139.5,2108953.6953125,2136586.3984375,0.570894492950173,0.429821659461332,0.396366990997508,0.401457446197102,0.415639552829217,1408938.09765625,2037046.59765625,-0.732855477414081
"147","P26599","Polypyrimidine tract-binding protein 1 OS=Homo sapiens OX=9606 GN=PTBP1 PE=1 SV=1",326344.375,368770.05859375,2088066.4140625,1454471.6328125,509150.0703125,780471.828125,1506582.546875,1707317.828125,0.390600292833709,0.320881150309132,0.580881871012496,0.460015333336343,0.425307813085026,911620.845703125,1143527.1875,-0.644692608992769
"148","P20073","Annexin A7 OS=Homo sapiens OX=9606 GN=ANXA7 PE=1 SV=3",833542.4375,2080090.828125,1060214.3515625,764377.921875,557563.7265625,1780447.28125,1378065.1875,1268406.015625,0.599193978887833,0.53880852077944,0.434820673584516,0.376025168132262,0.486814597181978,946878.39453125,1323235.6015625,-0.848631735298586
"149","O43251","RNA binding protein fox-1 homolog 2 OS=Homo sapiens OX=9606 GN=RBFOX2 PE=1 SV=3",215866.03125,1443273.109375,1753035.265625,831094.31640625,343197.6875,3082659.21875,3222186.296875,1197108.05859375,0.386120622766669,0.318889679460346,0.352353205501087,0.409768929693838,0.369236914133878,1137183.71289062,2139883.63867188,0.512025216654232
"150","P32119","Peroxiredoxin-2 OS=Homo sapiens OX=9606 GN=PRDX2 PE=1 SV=5",136865.5078125,583649.09375,487912.734375,517586.890625,448793.46875,1834333.984375,1115860.6796875,1298838.484375,0.233694886085118,0.241378485660282,0.304227972665461,0.284948062138253,0.263163273899268,502749.8125,1207349.58203125,4.35797421060015
"151","P00338","L-lactate dehydrogenase A chain OS=Homo sapiens OX=9606 GN=LDHA PE=1 SV=2",157442.84375,845847.015625,1232453.578125,1614472.53125,545977.984375,1195938.18359375,1554394.53125,2095227.01953125,0.223824540666035,0.414268364737215,0.442239235780022,0.435203042497066,0.424735703617141,1039150.296875,1375166.35742188,0.234324487834988
"152","P49327","Fatty acid synthase OS=Homo sapiens OX=9606 GN=FASN PE=1 SV=3",360788.462890625,1205132.27734375,1330715.46484375,1562916.52734375,116074.263671875,783171.1015625,535539.150390625,785718.890625,0.756587677739871,0.606110863225854,0.713040682649099,0.665457275908519,0.689248979278809,1267923.87109375,659355.125976562,3.39415696662478
"153","P16401","Histone H1.5 OS=Homo sapiens OX=9606 GN=H1-5 PE=1 SV=3",1980048.5,2327245.875,2647143.5,3194812.09375,123104.6640625,629896.78125,639338.453125,812177.515625,0.941466619661353,0.786991412159743,0.805464182598941,0.797309802420056,0.801386992509499,2487194.6875,634617.6171875,13.6336463497407
"154","P05109","Protein S100-A8 OS=Homo sapiens OX=9606 GN=S100A8 PE=1 SV=1",2457974.34375,13918958.6601563,5252226.71289063,5456785.41113281,3926700.85546875,10484935.859375,5276094.6796875,14187967.84375,0.384980326650096,0.570358089730984,0.498866487547878,0.277773171306007,0.441923407098987,5354506.06201172,7880515.26953125,-0.597653302826719
